locus_tag	ftype	length_bp	gene	EC_number	COG	product
AKFMKLHP_00344	CDS	180				hypothetical protein
AKFMKLHP_00345	CDS	375	comGG			ComG operon protein 7
AKFMKLHP_00346	CDS	297				hypothetical protein
AKFMKLHP_00347	CDS	348				hypothetical protein
AKFMKLHP_00348	CDS	432				hypothetical protein
AKFMKLHP_00349	CDS	297	comGC		COG4537	ComG operon protein 3
AKFMKLHP_00350	CDS	1038	epsF_1		COG1459	Type II secretion system protein F
AKFMKLHP_00351	CDS	1071	comGA		COG2804	ComG operon protein 1
AKFMKLHP_00352	CDS	165				hypothetical protein
AKFMKLHP_00353	CDS	954	corA_1		COG0598	Magnesium transport protein CorA
AKFMKLHP_00354	CDS	1320				hypothetical protein
AKFMKLHP_00355	CDS	837	rsbRD_1			RsbT co-antagonist protein RsbRD
AKFMKLHP_00356	tRNA	71				tRNA-Gln(ttg)
AKFMKLHP_00357	CDS	381	mgsR_1		COG1393	Regulatory protein MgsR
AKFMKLHP_00358	CDS	246				hypothetical protein
AKFMKLHP_00359	CDS	636		3.-.-.-		putative metallo-hydrolase
AKFMKLHP_00360	CDS	174				hypothetical protein
AKFMKLHP_00361	CDS	315				hypothetical protein
AKFMKLHP_00362	CDS	1056				hypothetical protein
AKFMKLHP_00363	CDS	1128		3.4.19.11		Gamma-D-glutamyl-L-diamino acid endopeptidase 1
AKFMKLHP_00364	CDS	1917	ltaS1_1		COG1368	Lipoteichoic acid synthase 1
AKFMKLHP_00365	CDS	966	glcK	2.7.1.2	COG1940	Glucokinase
AKFMKLHP_00366	CDS	216	yqgQ		COG4483	putative protein YqgQ
AKFMKLHP_00367	CDS	1524	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
AKFMKLHP_00368	CDS	174				hypothetical protein
AKFMKLHP_00369	CDS	564	yqgN		COG0212	putative protein YqgN
AKFMKLHP_00370	CDS	150	rpmGA		COG0267	50S ribosomal protein L33 1
AKFMKLHP_00371	CDS	1080	glgM	2.4.1.342	COG0438	Alpha-maltose-1-phosphate synthase
AKFMKLHP_00372	CDS	471				hypothetical protein
AKFMKLHP_00373	CDS	354				hypothetical protein
AKFMKLHP_00374	CDS	465	mltG_1	4.2.2.-		Endolytic murein transglycosylase
AKFMKLHP_00375	CDS	783	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
AKFMKLHP_00376	CDS	810	pstB3_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
AKFMKLHP_00377	CDS	885	pstA		COG0581	Phosphate transport system permease protein PstA
AKFMKLHP_00378	CDS	930				hypothetical protein
AKFMKLHP_00379	CDS	903	pstS1		COG0226	Phosphate-binding protein PstS 1
AKFMKLHP_00380	CDS	2151	pbpH_1		COG0768	Penicillin-binding protein H
AKFMKLHP_00381	CDS	1293				hypothetical protein
AKFMKLHP_00382	CDS	609	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
AKFMKLHP_00383	CDS	483				hypothetical protein
AKFMKLHP_00384	CDS	768				hypothetical protein
AKFMKLHP_00385	CDS	429	yqgA			Cell wall-binding protein YqgA
AKFMKLHP_00386	CDS	300				hypothetical protein
AKFMKLHP_00387	CDS	1128	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
AKFMKLHP_00388	CDS	384				hypothetical protein
AKFMKLHP_00389	CDS	582		3.1.3.-	COG5663	Nucleotidase
AKFMKLHP_00390	CDS	438	zur		COG0735	Zinc-specific metallo-regulatory protein
AKFMKLHP_00391	CDS	882				hypothetical protein
AKFMKLHP_00392	CDS	255				hypothetical protein
AKFMKLHP_00393	CDS	894	nfo	3.1.21.2	COG0648	putative endonuclease 4
AKFMKLHP_00394	CDS	1317	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
AKFMKLHP_00395	CDS	744				hypothetical protein
AKFMKLHP_00396	CDS	945	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
AKFMKLHP_00397	CDS	1122			COG0327	GTP cyclohydrolase 1 type 2 
AKFMKLHP_00398	CDS	651	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
AKFMKLHP_00399	CDS	363	cccA		COG2010	Cytochrome c-550
AKFMKLHP_00400	CDS	1116	sigA		COG0568	RNA polymerase sigma factor SigA
AKFMKLHP_00401	CDS	1812	dnaG	2.7.7.-	COG0358	DNA primase
AKFMKLHP_00402	CDS	495				hypothetical protein
AKFMKLHP_00403	CDS	813	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
AKFMKLHP_00404	CDS	642	ccpN		COG0517	Transcriptional repressor CcpN
AKFMKLHP_00405	CDS	2040	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
AKFMKLHP_00406	CDS	888	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
AKFMKLHP_00407	CDS	768	recO		COG1381	DNA repair protein RecO
AKFMKLHP_00408	CDS	144				hypothetical protein
AKFMKLHP_00409	CDS	906	era		COG1159	GTPase Era
AKFMKLHP_00410	CDS	411	cdd	3.5.4.5	COG0295	Cytidine deaminase
AKFMKLHP_00411	CDS	372	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
AKFMKLHP_00412	CDS	474	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
AKFMKLHP_00413	CDS	2133	pgpH	3.1.4.59		Cyclic-di-AMP phosphodiesterase PgpH
AKFMKLHP_00414	CDS	99				hypothetical protein
AKFMKLHP_00415	CDS	960			COG1702	PhoH-like protein
AKFMKLHP_00416	CDS	1197				hypothetical protein
AKFMKLHP_00417	CDS	282				hypothetical protein
AKFMKLHP_00418	CDS	420				hypothetical protein
AKFMKLHP_00419	CDS	996				hypothetical protein
AKFMKLHP_00420	CDS	1314				hypothetical protein
AKFMKLHP_00421	CDS	447	yqeY		COG1610	putative protein YqeY
AKFMKLHP_00422	CDS	174	rpsU		COG0828	30S ribosomal protein S21
AKFMKLHP_00423	CDS	975				hypothetical protein
AKFMKLHP_00424	CDS	1356	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
AKFMKLHP_00425	CDS	771	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
AKFMKLHP_00426	CDS	936	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
AKFMKLHP_00427	CDS	1128	dnaJ			Chaperone protein DnaJ
AKFMKLHP_00428	CDS	1836	dnaK		COG0443	Chaperone protein DnaK
AKFMKLHP_00429	CDS	564	grpE		COG0576	Protein GrpE
AKFMKLHP_00430	CDS	1032	hrcA		COG1420	Heat-inducible transcription repressor HrcA
AKFMKLHP_00431	CDS	1140	hemW		COG0635	Heme chaperone HemW
AKFMKLHP_00432	CDS	1839	lepA	3.6.5.-	COG0481	Elongation factor 4
AKFMKLHP_00433	CDS	339				hypothetical protein
AKFMKLHP_00434	CDS	1206				hypothetical protein
AKFMKLHP_00435	CDS	1107	gpr	3.4.24.78		Germination protease
AKFMKLHP_00436	CDS	267	rpsT		COG0268	30S ribosomal protein S20
AKFMKLHP_00437	CDS	1044	yqeN		COG1466	putative protein YqeN
AKFMKLHP_00438	CDS	135				hypothetical protein
AKFMKLHP_00439	CDS	2331	comEC		COG0658	ComE operon protein 3
AKFMKLHP_00440	CDS	570	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
AKFMKLHP_00441	CDS	618	comEA		COG1555	ComE operon protein 1
AKFMKLHP_00442	CDS	822	proC_2	1.5.1.2		Pyrroline-5-carboxylate reductase
AKFMKLHP_00443	CDS	744	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
AKFMKLHP_00444	CDS	357	rsfS		COG0799	Ribosomal silencing factor RsfS
AKFMKLHP_00445	CDS	561				hypothetical protein
AKFMKLHP_00446	CDS	570	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
AKFMKLHP_00447	CDS	291			COG1534	RNA-binding protein
AKFMKLHP_00448	CDS	843	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
AKFMKLHP_00449	CDS	1101	yqeH		COG1161	putative protein YqeH
AKFMKLHP_00450	CDS	528				hypothetical protein
AKFMKLHP_00451	CDS	93				hypothetical protein
AKFMKLHP_00452	CDS	732				hypothetical protein
AKFMKLHP_00453	CDS	753	cwlH	3.5.1.28	COG3409	N-acetylmuramoyl-L-alanine amidase CwlH
AKFMKLHP_00454	CDS	627	ydjZ_1		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
AKFMKLHP_00455	CDS	894		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
AKFMKLHP_00456	CDS	720				hypothetical protein
AKFMKLHP_00457	CDS	411	nucB_1	3.-.-.-		Sporulation-specific extracellular nuclease
AKFMKLHP_00458	CDS	471	sigK_1		COG1191	RNA polymerase sigma-K factor
AKFMKLHP_00459	CDS	1503				hypothetical protein
AKFMKLHP_00460	CDS	420	arsC	1.20.4.4	COG0394	Arsenate reductase
AKFMKLHP_00461	CDS	1041	acr3		COG0798	Arsenical-resistance protein Acr3
AKFMKLHP_00462	CDS	441	cadI		COG0346	Cadmium-induced protein CadI
AKFMKLHP_00463	CDS	318	arsR_1		COG0640	Arsenical resistance operon repressor
AKFMKLHP_00464	CDS	765				hypothetical protein
AKFMKLHP_00465	CDS	1137	rapA_2	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
AKFMKLHP_00466	CDS	135				hypothetical protein
AKFMKLHP_00467	CDS	159				hypothetical protein
AKFMKLHP_00468	CDS	1596	yqcG	3.1.-.-	COG5444	Ribonuclease YqcG
AKFMKLHP_00469	CDS	579	yqcF			Antitoxin YqcF
AKFMKLHP_00470	CDS	147				hypothetical protein
AKFMKLHP_00471	CDS	363				hypothetical protein
AKFMKLHP_00472	CDS	480				hypothetical protein
AKFMKLHP_00473	CDS	819	cwlA_1	3.5.1.28	COG3409	N-acetylmuramoyl-L-alanine amidase CwlA
AKFMKLHP_00474	CDS	423				hypothetical protein
AKFMKLHP_00475	CDS	894				hypothetical protein
AKFMKLHP_00476	CDS	165				hypothetical protein
AKFMKLHP_00477	CDS	336	xkdW_1			Phage-like element PBSX protein XkdW
AKFMKLHP_00478	CDS	1101				hypothetical protein
AKFMKLHP_00479	CDS	273				hypothetical protein
AKFMKLHP_00480	CDS	579				hypothetical protein
AKFMKLHP_00481	CDS	1047				hypothetical protein
AKFMKLHP_00482	CDS	426				hypothetical protein
AKFMKLHP_00483	CDS	264				hypothetical protein
AKFMKLHP_00484	CDS	981				hypothetical protein
AKFMKLHP_00485	CDS	708				hypothetical protein
AKFMKLHP_00486	CDS	4758	yqbO_1		COG3953	putative protein YqbO
AKFMKLHP_00487	CDS	450	yqbN_1			putative protein YqbN
AKFMKLHP_00488	CDS	180	txpA			Toxin TxpA
AKFMKLHP_00489	CDS	444	xkdM_1			Phage-like element PBSX protein XkdM
AKFMKLHP_00490	CDS	1401				hypothetical protein
AKFMKLHP_00491	CDS	189				hypothetical protein
AKFMKLHP_00492	CDS	438				hypothetical protein
AKFMKLHP_00493	CDS	504				hypothetical protein
AKFMKLHP_00494	CDS	363	xkdH_1			Phage-like element PBSX protein XkdH
AKFMKLHP_00495	CDS	396	yqbG_1			putative protein YqbG
AKFMKLHP_00496	CDS	312	yqbF			putative protein YqbF
AKFMKLHP_00497	CDS	936	xkdG_1			Phage-like element PBSX protein XkdG
AKFMKLHP_00498	CDS	969	yqbD_1			putative protein YqbD
AKFMKLHP_00499	CDS	654				hypothetical protein
AKFMKLHP_00500	CDS	918				hypothetical protein
AKFMKLHP_00501	CDS	1533				hypothetical protein
AKFMKLHP_00502	CDS	1296				hypothetical protein
AKFMKLHP_00503	CDS	720				hypothetical protein
AKFMKLHP_00504	CDS	465				hypothetical protein
AKFMKLHP_00505	CDS	456				hypothetical protein
AKFMKLHP_00506	CDS	930				hypothetical protein
AKFMKLHP_00507	CDS	207				hypothetical protein
AKFMKLHP_00508	CDS	429				hypothetical protein
AKFMKLHP_00509	CDS	144				hypothetical protein
AKFMKLHP_00510	CDS	861	dnaA_1			Chromosomal replication initiator protein DnaA
AKFMKLHP_00511	CDS	702				hypothetical protein
AKFMKLHP_00512	CDS	855	recT		COG3723	Protein RecT
AKFMKLHP_00513	CDS	960				hypothetical protein
AKFMKLHP_00514	CDS	195	yqaI			putative protein YqaI
AKFMKLHP_00515	CDS	174				hypothetical protein
AKFMKLHP_00516	CDS	258				hypothetical protein
AKFMKLHP_00517	CDS	570				hypothetical protein
AKFMKLHP_00518	CDS	174				hypothetical protein
AKFMKLHP_00519	CDS	231				hypothetical protein
AKFMKLHP_00520	CDS	351	xre_2		COG1396	HTH-type transcriptional regulator Xre
AKFMKLHP_00521	CDS	168				hypothetical protein
AKFMKLHP_00522	CDS	537				hypothetical protein
AKFMKLHP_00523	CDS	519				hypothetical protein
AKFMKLHP_00524	CDS	399	sigK_2		COG1191	RNA polymerase sigma-K factor
AKFMKLHP_00525	CDS	417	psiE			Protein PsiE
AKFMKLHP_00526	CDS	1299	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
AKFMKLHP_00527	CDS	696	walR_1		COG0745	Transcriptional regulatory protein WalR
AKFMKLHP_00528	CDS	1218				hypothetical protein
AKFMKLHP_00529	CDS	558				hypothetical protein
AKFMKLHP_00530	CDS	525	ywrO_1	1.6.99.-	COG2249	General stress protein 14
AKFMKLHP_00531	CDS	477				hypothetical protein
AKFMKLHP_00532	CDS	786				hypothetical protein
AKFMKLHP_00533	CDS	228	tusA_1		COG0425	Sulfur carrier protein TusA
AKFMKLHP_00534	CDS	1134	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
AKFMKLHP_00535	CDS	558	tusA_2			Sulfur carrier protein TusA
AKFMKLHP_00536	CDS	483	dsrE2		COG2210	Sulfur carrier protein DsrE2
AKFMKLHP_00537	CDS	261	csoR_1		COG1937	Copper-sensing transcriptional repressor CsoR
AKFMKLHP_00538	CDS	561				hypothetical protein
AKFMKLHP_00539	CDS	822				hypothetical protein
AKFMKLHP_00540	CDS	1203	tetA_2			Tetracycline resistance protein, class B
AKFMKLHP_00541	CDS	459	bltD	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
AKFMKLHP_00542	CDS	1305				hypothetical protein
AKFMKLHP_00543	CDS	144				hypothetical protein
AKFMKLHP_00544	CDS	966				hypothetical protein
AKFMKLHP_00545	CDS	867	gltR_1		COG0583	HTH-type transcriptional regulator GltR
AKFMKLHP_00546	CDS	1038	czcO	1.-.-.-	COG2072	putative oxidoreductase CzcO
AKFMKLHP_00547	CDS	936	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
AKFMKLHP_00548	CDS	390				hypothetical protein
AKFMKLHP_00549	CDS	891	gltR_2		COG0583	HTH-type transcriptional regulator GltR
AKFMKLHP_00550	CDS	318				hypothetical protein
AKFMKLHP_00551	CDS	1323	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
AKFMKLHP_00552	CDS	333				hypothetical protein
AKFMKLHP_00553	CDS	765	ygaZ		COG1296	Inner membrane protein YgaZ
AKFMKLHP_00554	CDS	474	lrp_1		COG1522	Leucine-responsive regulatory protein
AKFMKLHP_00555	CDS	276			COG2732	Barstar
AKFMKLHP_00556	CDS	1233	pksS_1	1.14.-.-	COG2124	Polyketide biosynthesis cytochrome P450 PksS
AKFMKLHP_00557	CDS	564	rutB	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
AKFMKLHP_00558	CDS	390				hypothetical protein
AKFMKLHP_00559	CDS	504				hypothetical protein
AKFMKLHP_00560	CDS	855	aadK	2.7.7.-		Aminoglycoside 6-adenylyltransferase
AKFMKLHP_00561	CDS	1044	nmoA	1.13.12.-	COG2070	Nitronate monooxygenase
AKFMKLHP_00562	CDS	798	yrpC	5.1.1.3	COG0796	Glutamate racemase 2
AKFMKLHP_00563	CDS	711	yncM_1			putative protein YncM
AKFMKLHP_00564	CDS	162				hypothetical protein
AKFMKLHP_00565	CDS	756				hypothetical protein
AKFMKLHP_00566	CDS	531	sigM_1		COG1595	ECF RNA polymerase sigma factor SigM
AKFMKLHP_00567	CDS	981	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
AKFMKLHP_00568	CDS	1317	citN_1		COG2851	Citrate transporter
AKFMKLHP_00569	CDS	870	cmpR_1			HTH-type transcriptional activator CmpR
AKFMKLHP_00570	CDS	1104	mii	5.3.3.6		3-methylitaconate isomerase
AKFMKLHP_00571	CDS	189				hypothetical protein
AKFMKLHP_00572	CDS	834	csn	3.2.1.132		Chitosanase
AKFMKLHP_00573	CDS	264				hypothetical protein
AKFMKLHP_00574	CDS	816		3.-.-.-		putative hydrolase
AKFMKLHP_00575	CDS	357				hypothetical protein
AKFMKLHP_00576	CDS	435				hypothetical protein
AKFMKLHP_00577	CDS	387	ble		COG0346	Bleomycin resistance protein
AKFMKLHP_00578	CDS	246				hypothetical protein
AKFMKLHP_00579	CDS	369				hypothetical protein
AKFMKLHP_00580	CDS	1137		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
AKFMKLHP_00581	CDS	198				hypothetical protein
AKFMKLHP_00582	CDS	300				hypothetical protein
AKFMKLHP_00583	CDS	423	adhR		COG0789	HTH-type transcriptional regulator AdhR
AKFMKLHP_00584	CDS	195				hypothetical protein
AKFMKLHP_00585	CDS	1050	adhA	1.1.1.-	COG1064	putative formaldehyde dehydrogenase AdhA
AKFMKLHP_00586	CDS	510	yraA	3.2.-.-	COG0693	Putative cysteine protease YraA
AKFMKLHP_00587	CDS	2034	sacC	3.2.1.80	COG1621	Levanase
AKFMKLHP_00588	CDS	828	manZ		COG3716	PTS system mannose-specific EIID component
AKFMKLHP_00589	CDS	810	sorA		COG3715	PTS system sorbose-specific EIIC component
AKFMKLHP_00590	CDS	489	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
AKFMKLHP_00591	CDS	441	levD		COG2893	PTS system fructose-specific EIIA component
AKFMKLHP_00592	CDS	2817	dgaR			Transcriptional regulatory protein DagR
AKFMKLHP_00593	CDS	1389	cycA_1		COG1113	D-serine/D-alanine/glycine transporter
AKFMKLHP_00594	CDS	633	leuE		COG1280	Leucine efflux protein
AKFMKLHP_00595	CDS	828				hypothetical protein
AKFMKLHP_00596	CDS	501	sigV		COG1595	RNA polymerase sigma factor SigV
AKFMKLHP_00597	CDS	858	rsiV			Anti-sigma-V factor RsiV
AKFMKLHP_00598	CDS	1905	oatA	2.3.1.-		O-acetyltransferase OatA
AKFMKLHP_00599	CDS	291				hypothetical protein
AKFMKLHP_00600	CDS	3165	cypB		COG0369	Bifunctional cytochrome P450/NADPH--P450 reductase 2
AKFMKLHP_00601	CDS	585	bm3R1_1			HTH-type transcriptional repressor Bm3R1
AKFMKLHP_00602	CDS	543	yrhH	2.1.1.-	COG0500	Putative methyltransferase YrhH
AKFMKLHP_00603	CDS	150				hypothetical protein
AKFMKLHP_00604	CDS	117				hypothetical protein
AKFMKLHP_00605	CDS	801	focB		COG2116	putative formate transporter 2
AKFMKLHP_00606	CDS	369				hypothetical protein
AKFMKLHP_00607	CDS	2949		1.17.1.9		Putative formate dehydrogenase
AKFMKLHP_00608	CDS	483				hypothetical protein
AKFMKLHP_00609	CDS	231				hypothetical protein
AKFMKLHP_00610	CDS	1140	mccB	4.4.1.1	COG0626	Cystathionine gamma-lyase
AKFMKLHP_00611	CDS	924	mccA	2.5.1.134	COG0031	O-acetylserine dependent cystathionine beta-synthase
AKFMKLHP_00612	CDS	696	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
AKFMKLHP_00613	CDS	642	yrrT	2.1.1.-		putative methyltransferase YrrT
AKFMKLHP_00614	CDS	204				hypothetical protein
AKFMKLHP_00615	CDS	702				hypothetical protein
AKFMKLHP_00616	CDS	1755	pbpI		COG0768	Penicillin-binding protein 4B
AKFMKLHP_00617	CDS	474	greA		COG0782	Transcription elongation factor GreA
AKFMKLHP_00618	CDS	636	udk	2.7.1.48		Uridine kinase
AKFMKLHP_00619	CDS	1269				hypothetical protein
AKFMKLHP_00620	CDS	930	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
AKFMKLHP_00621	CDS	654	trmR	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
AKFMKLHP_00622	CDS	1083	mltG_2	4.2.2.-		Endolytic murein transglycosylase
AKFMKLHP_00623	CDS	282				hypothetical protein
AKFMKLHP_00624	CDS	417	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
AKFMKLHP_00625	CDS	267				hypothetical protein
AKFMKLHP_00626	CDS	2637	alaS	6.1.1.7		Alanine--tRNA ligase
AKFMKLHP_00627	CDS	1062			COG0628	Putative transport protein
AKFMKLHP_00628	CDS	729	glnQ_1	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
AKFMKLHP_00629	CDS	822	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
AKFMKLHP_00630	CDS	651	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
AKFMKLHP_00631	CDS	657	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
AKFMKLHP_00632	CDS	132				hypothetical protein
AKFMKLHP_00633	CDS	192				hypothetical protein
AKFMKLHP_00634	CDS	465				hypothetical protein
AKFMKLHP_00635	CDS	2397	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
AKFMKLHP_00636	CDS	651	yrrB			TPR repeat-containing protein YrrB
AKFMKLHP_00637	CDS	1116	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
AKFMKLHP_00638	CDS	1140	iscS_1	2.8.1.7		Cysteine desulfurase IscS
AKFMKLHP_00639	CDS	420	cymR			HTH-type transcriptional regulator CymR
AKFMKLHP_00640	CDS	1266			COG2256	putative AAA domain-containing protein
AKFMKLHP_00641	CDS	765				hypothetical protein
AKFMKLHP_00642	CDS	1779	aspS	6.1.1.12		Aspartate--tRNA ligase
AKFMKLHP_00643	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
AKFMKLHP_00644	CDS	171				hypothetical protein
AKFMKLHP_00645	CDS	1557				hypothetical protein
AKFMKLHP_00646	CDS	399	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
AKFMKLHP_00647	CDS	2205	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
AKFMKLHP_00648	CDS	513	apt	2.4.2.7		Adenine phosphoribosyltransferase
AKFMKLHP_00649	CDS	2361				hypothetical protein
AKFMKLHP_00650	CDS	324	lapA			Lipopolysaccharide assembly protein A
AKFMKLHP_00651	CDS	498	khtT_1		COG0490	K(+)/H(+) antiporter subunit KhtT
AKFMKLHP_00652	CDS	2214	secDF		COG0341	Protein translocase subunit SecDF
AKFMKLHP_00653	CDS	297	comN			Post-transcriptional regulator ComN
AKFMKLHP_00654	CDS	1557	spoVB		COG2244	Stage V sporulation protein B
AKFMKLHP_00655	CDS	657				hypothetical protein
AKFMKLHP_00656	CDS	453				hypothetical protein
AKFMKLHP_00657	CDS	270	yajC		COG1862	Sec translocon accessory complex subunit YajC
AKFMKLHP_00658	CDS	1146	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
AKFMKLHP_00659	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
AKFMKLHP_00660	CDS	201				hypothetical protein
AKFMKLHP_00661	CDS	1005	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
AKFMKLHP_00662	CDS	606	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
AKFMKLHP_00663	CDS	513	bofC			Protein BofC
AKFMKLHP_00664	CDS	1308	csbX		COG0477	Alpha-ketoglutarate permease
AKFMKLHP_00665	CDS	1026	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
AKFMKLHP_00666	CDS	648				hypothetical protein
AKFMKLHP_00667	CDS	123				hypothetical protein
AKFMKLHP_00668	CDS	291				hypothetical protein
AKFMKLHP_00669	CDS	1455	acp			Sodium/proton-dependent alanine carrier protein
AKFMKLHP_00670	CDS	723	yebC		COG0217	putative transcriptional regulatory protein YebC
AKFMKLHP_00671	CDS	597	coxA			Sporulation cortex protein CoxA
AKFMKLHP_00672	CDS	1164	safA			SpoIVD-associated factor A
AKFMKLHP_00673	CDS	1107	nadA	2.5.1.72	COG0379	Quinolinate synthase A
AKFMKLHP_00674	CDS	870	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
AKFMKLHP_00675	CDS	1596	nadB	1.4.3.16	COG0029	L-aspartate oxidase
AKFMKLHP_00676	CDS	1188	nifS	2.8.1.7	COG1104	Putative cysteine desulfurase NifS
AKFMKLHP_00677	CDS	543	nadR		COG1827	Transcription repressor NadR
AKFMKLHP_00678	CDS	882	pheA			Bifunctional chorismate mutase/prephenate dehydratase
AKFMKLHP_00679	CDS	444				hypothetical protein
AKFMKLHP_00680	CDS	1287	obg	3.6.5.-	COG0536	GTPase Obg
AKFMKLHP_00681	CDS	579	spo0B	2.7.-.-		Sporulation initiation phosphotransferase B
AKFMKLHP_00682	CDS	285	rpmA		COG0211	50S ribosomal protein L27
AKFMKLHP_00683	CDS	339				hypothetical protein
AKFMKLHP_00684	CDS	309	rplU		COG0261	50S ribosomal protein L21
AKFMKLHP_00685	CDS	867	spoIVFB	3.4.24.-	COG1994	Stage IV sporulation protein FB
AKFMKLHP_00686	CDS	795	spoIVFA		COG0739	Stage IV sporulation protein FA
AKFMKLHP_00687	CDS	807	minD		COG2894	Septum site-determining protein MinD
AKFMKLHP_00688	CDS	681	minC		COG0850	Septum site-determining protein MinC
AKFMKLHP_00689	CDS	519	mreD		COG2891	Rod shape-determining protein MreD
AKFMKLHP_00690	CDS	873	mreC		COG1792	Cell shape-determining protein MreC
AKFMKLHP_00691	CDS	1014	mreB		COG1077	Cell shape-determining protein MreB
AKFMKLHP_00692	CDS	696				hypothetical protein
AKFMKLHP_00693	CDS	570	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
AKFMKLHP_00694	CDS	999	spoIIB			Stage II sporulation protein B
AKFMKLHP_00695	CDS	537	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
AKFMKLHP_00696	CDS	1293	fpgS	6.3.2.17		Folylpolyglutamate synthase
AKFMKLHP_00697	CDS	2643	valS	6.1.1.9	COG0525	Valine--tRNA ligase
AKFMKLHP_00698	CDS	192				hypothetical protein
AKFMKLHP_00699	CDS	1035				hypothetical protein
AKFMKLHP_00700	CDS	1728	spoVID			Stage VI sporulation protein D
AKFMKLHP_00701	CDS	1293	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
AKFMKLHP_00702	CDS	975	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
AKFMKLHP_00703	CDS	789				hypothetical protein
AKFMKLHP_00704	CDS	945	hemC	2.5.1.61		Porphobilinogen deaminase
AKFMKLHP_00705	CDS	831	ccsA_2			Cytochrome c biogenesis protein CcsA
AKFMKLHP_00706	CDS	1368	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
AKFMKLHP_00707	CDS	498				hypothetical protein
